,id,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,prompt,completion,matched,check_manually,completion.1,matched.1,check_manually.1,X.1,completion.2,matched.2,check_manually.2,resampled,id_sampleno,match_vote_outcome,vote_gpt
333,450,40,male,upper secondary education,currently,in paid work,15000,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,little trust,1,"I am 40 and I am a male. I have a upper secondary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, likely a Regional Party.",Regional Party,0,NA,NA,NA,NA,NA,NA,NA,NA,450_,TRUE,Unknown
334,451,69,male,no education,formerly,permanently sick,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,"I am 69 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,451_,TRUE,Left Front/Communist Party
335,452,29,female,bachelor,never,in domestic work,4500,town,West Bengal,Hindu,UCH (Upper Caste Hindus),Left / center left,Congress,moderate trust,1,"I am 29 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Left / center left. I identify with Congress. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Congress.",Congress,0,NA,NA,NA,NA,NA,NA,NA,NA,452_,TRUE,Congress
336,454,34,female,no education,currently,in paid work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I voted for the Left Front/Communist Party,Left Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,454_,TRUE,Left Front/Communist Party
337,455,49,male,no education,currently,in paid work,8000,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Right / conservative,BJP,moderate trust,1,"I am 49 and I am a male. I have a no education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,455_,TRUE,BJP
338,456,37,male,no education,currently,in paid work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,"I am 37 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I probably voted for a Left front Party/Comm,Left,0,NA,NA,NA,NA,NA,NA,NA,NA,456_,TRUE,Left Front/Communist Party
339,458,32,male,no education,formerly,permanently sick,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,trust,1,"I am 32 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I predict you voted for the Communist Party.,Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,458_,TRUE,Left Front/Communist Party
340,460,68,male,no education,formerly,permanently sick,4500,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,moderate trust,1,"I am 68 and I am a male. I have a no education. I am permanently sick. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,460_,TRUE,Left Front/Communist Party
341,461,34,female,no education,currently,in paid work,4500,town,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),"Far left (communist, etc.)",Left front Parties/Communist Party,little trust,1,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Far left (communist, etc.). I identify with Left front Parties/Communist Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, Communist Party.",Communist Party,0,NA,NA,NA,NA,NA,NA,NA,NA,461_,TRUE,Left Front/Communist Party
342,462,26,male,lower secondary education,formerly,unemployed and looking for a job,4500,town,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,"I am 26 and I am a male. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Muslim. I live in a town in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","I cannot predict individual actions, including voting behavior.",cannot,1,"I cannot predict or assume personal actions or decisions,",cannot,1,30,I cannot predict past actions or personal choices with certainty,cannot,1,1,462_,FALSE,No vote
343,463,41,female,primary education,currently,in paid work,15000,town,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,"I am 41 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","Yes, BJP.",BJP,0,NA,NA,NA,NA,NA,NA,NA,NA,463_,TRUE,BJP
344,464,34,female,primary education,never,in domestic work,4500,country village,West Bengal,Hindu,SC (Scheduled Caste/ Dalits),Center / liberal,Regional Party,moderate trust,1,"I am 34 and I am a female. I have a primary education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]",I cannot predict personal actions or political votes for individuals,cannot,1,I likely voted for the AITC (All,NA,1,31,I likely voted for a Regional Party.,Regional Party,0,1,464_,TRUE,No vote
