id,completion,matched,check_manually,Age,Sex,Education,Work,EmploymentStatus,Income,Living,State,Religion,ReligiousCaste,PoliticalAffiliation,Vote,trust,V4,V10,Selfplacement,Weight,prompt
482,"Yes, likely voted for a Regional Party.",Regional Party,0,46,male,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,no trust,1,1,5,1.41,"I am 46 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have no trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
483,I cannot vote.,cannot,1,39,female,no education,currently,in paid work,1500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,little trust,1,1,5,1.45,"I am 39 and I am a female. I have a no education. I am in paid work. My personal income is about 1500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
484,I likely voted for BJP.,BJP,0,78,male,bachelor,formerly,retired,35000,town,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,3,5,0.41,"I am 78 and I am a male. I have a bachelor. I am retired. My personal income is about 35000. I am a Hindu. I live in a town in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
485,"Yes, BJP.",BJP,0,35,male,primary education,currently,in paid work,4500,country village,West Bengal,Sikh,Dalit,Right / conservative,BJP,little trust,1,1,4,3.12,"I am 35 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Sikh. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
486,"Yes, BJP.",BJP,0,41,male,lower secondary education,currently,in paid work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,little trust,1,3,5,0.37,"I am 41 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
487,"Yes, BJP.",BJP,0,56,male,primary education,currently,in paid work,4500,country village,West Bengal,Hindu,UCH (Upper Caste Hindus),Right / conservative,BJP,little trust,1,2,4,2.06,"I am 56 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
488,"Yes, BJP.",BJP,0,56,male,no education,currently,in paid work,4500,country village,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,moderate trust,1,1,5,1.53,"I am 56 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
490,voted for a Regional Party.,Regional Party,0,34,female,no education,currently,in paid work,4500,country village,West Bengal,Muslim,Sunni,Center / liberal,Regional Party,NA,1,1,5,2.13,"I am 34 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have NA in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
491,"Yes, BJP.",BJP,0,66,male,no education,currently,in paid work,4500,country village,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,little trust,1,2,5,1.53,"I am 66 and I am a male. I have a no education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
492,"Yes, you likely voted for the Trinam",Regional Party,0,28,female,bachelor,never,in domestic work,4500,country village,West Bengal,Hindu,OBC (Other Backward Classes),Center / liberal,Regional Party,moderate trust,1,1,5,0.56,"I am 28 and I am a female. I have a bachelor. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
493,"Yes, likely BJP.",BJP,0,45,male,primary education,currently,in paid work,4500,country village,West Bengal,Hindu,OBC (Other Backward Classes),Right / conservative,BJP,trust,1,3,7,1.23,"I am 45 and I am a male. I have a primary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]"
