"","id","completion","matched","check_manually","Age","Sex","Education","Work","EmploymentStatus","Income","Living","State","Religion","ReligiousCaste","PoliticalAffiliation","Vote","trust","V4","V10","Selfplacement","Weight","prompt","id_sampleno","X","completion.1","matched.1","check_manually.1","X.1","completion.2","matched.2","check_manually.2","resampled"
"347",435,"It's not possible to accurately predict individual voting behavior","not",1,27,"female","lower secondary education","never","unemployed and looking for a job",4500,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","little trust",1,1,5,0.45,"I am 27 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","435_",27,"I cannot accurately predict past actions or personal decisions.","cannot",1,27,"I cannot predict individual actions or political choices.","cannot",1,1
"348",435,"It's not possible to accurately predict individual voting behavior","not",1,27,"female","lower secondary education","never","unemployed and looking for a job",4500,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","little trust",1,1,5,0.45,"I am 27 and I am a female. I have a lower secondary education. I am unemployed and looking for a job. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","435_",60,"I cannot accurately predict past actions or personal decisions.","cannot",1,NA,NA,NA,NA,NA
"349",436,"Yes, BJP.","BJP",0,66,"male","lower secondary education","currently","in paid work",4500,"a big city","West Bengal","Hindu","OBC (Other Backward Classes)","Right / conservative","BJP","trust",1,1,4,0.27,"I am 66 and I am a male. I have a lower secondary education. I am in paid work. My personal income is about 4500. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Right / conservative. I identify with BJP. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","436_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",437,"Yes, likely a Regional Party.","Regional Party",0,43,"female","lower secondary education","never","in domestic work",4500,"country village","West Bengal","Muslim","Sunni","Center / liberal","Regional Party","trust",1,1,5,0.29,"I am 43 and I am a female. I have a lower secondary education. I am in domestic work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","437_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",438,"I cannot predict personal actions or decisions.","cannot",1,36,"female","primary education","currently","in paid work",15000,"country village","West Bengal","Muslim","Sunni","Center / liberal","Regional Party","moderate trust",1,1,5,2.01,"I am 36 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","438_",28,"I cannot predict individual actions or choices, including voting","cannot",1,28,"I likely voted for a Regional Party.","Regional Party",0,1
"352",438,"I cannot predict personal actions or decisions.","cannot",1,36,"female","primary education","currently","in paid work",15000,"country village","West Bengal","Muslim","Sunni","Center / liberal","Regional Party","moderate trust",1,1,5,2.01,"I am 36 and I am a female. I have a primary education. I am in paid work. My personal income is about 15000. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","438_",61,"I cannot predict individual actions or choices, including voting","cannot",1,NA,NA,NA,NA,NA
"353",440,"Yes, likely voted for a Regional Party.","Regional Party",0,36,"male","primary education","currently","in paid work",8000,"a big city","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","moderate trust",1,3,7,1.63,"I am 36 and I am a male. I have a primary education. I am in paid work. My personal income is about 8000. I am a Hindu. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","440_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",441,"likely voted for the Trinamool Congress (","Congress",0,26,"female","primary education","currently","in paid work",8000,"a big city","West Bengal","Muslim","Sunni","Center / liberal","Regional Party","moderate trust",1,2,5,1.88,"I am 26 and I am a female. I have a primary education. I am in paid work. My personal income is about 8000. I am a Muslim. I live in a a big city in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","441_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",442,"Possibly voted for a Regional Party.","Regional Party",0,41,"female","no education","currently","in paid work",4500,"country village","West Bengal","Muslim","Sunni","Center / liberal","Regional Party","little trust",1,2,3,1.45,"I am 41 and I am a female. I have a no education. I am in paid work. My personal income is about 4500. I am a Muslim. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have little trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","442_",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",443,"I cannot provide real-time or future activities, thoughts","cannot",1,69,"female","no education","never","in domestic work",4500,"country village","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","moderate trust",1,1,5,1.92,"I am 69 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","443_",29,"I cannot predict or assume personal actions or political choices","cannot",1,29,"I predict you voted for a Regional Party.","Regional Party",0,1
"357",443,"I cannot provide real-time or future activities, thoughts","cannot",1,69,"female","no education","never","in domestic work",4500,"country village","West Bengal","Hindu","UCH (Upper Caste Hindus)","Center / liberal","Regional Party","moderate trust",1,1,5,1.92,"I am 69 and I am a female. I have a no education. I am in domestic work. My personal income is about 4500. I am a Hindu. I live in a country village in West Bengal. Ideologically, I am leaning Center / liberal. I identify with Regional Party. I have moderate trust in the government. Did I vote in the Indian General Election (Lok Shabha) in 2019, and if so, which party did I vote for? 
                    (Please use this information to make a prediction as well as possible, and I would like the answer to be extremly short). I [INSERT]","443_",62,"I cannot predict or assume personal actions or political choices","cannot",1,NA,NA,NA,NA,NA
